idClass,idStudent,score
67,1302,1.76
68,1302,0.04
50,1303,1.04
101,1303,3.9
13,1303,7.88
67,1303,4.19
68,1303,7.16
50,1304,1.88
101,1304,7.31
13,1304,4.92
67,1304,3.09
68,1304,6.9
50,1305,3.22
101,1305,6.5
13,1305,9.88
67,1305,0.73
68,1305,8.65
50,1306,0.93
101,1306,2.77
13,1306,9.73
67,1306,7.92
68,1306,0.3
50,1307,6.43
101,1307,3.3
13,1307,5.58
67,1307,8.36
68,1307,0.06
50,1308,2.65
101,1308,9.4
13,1308,3.69
67,1308,6.41
68,1308,3.03
50,1309,8.17
101,1309,2.84
13,1309,7.49
67,1309,8.16
68,1309,2.04
50,1310,5.37
101,1310,1.41
13,1310,7.77
67,1310,4.93
68,1310,3.42
50,1311,0.54
101,1311,7.16
13,1311,8.19
67,1311,8.45
68,1311,3.57
50,1312,9.24
101,1312,5.9
13,1312,3.07
67,1312,0.14
68,1312,4.82
50,1313,6.12
101,1313,3.7
13,1313,3.89
67,1313,7.91
68,1313,5.01
50,1314,5.39
101,1314,8.4
13,1314,3.25
67,1314,4.77
68,1314,5.51
50,1315,2.23
101,1315,2.8
13,1315,0.23
67,1315,2.97
68,1315,8.87
50,1316,2.08
101,1316,0.72
13,1316,6.51
67,1316,9.47
68,1316,4.07
50,1317,8.65
101,1317,5.96
13,1317,7.67
67,1317,7.74
68,1317,6.85
50,1318,7.56
101,1318,2.26
13,1318,9.89
67,1318,7.66
68,1318,3.83
50,1319,3.88
101,1319,7.0
13,1319,3.28
67,1319,5.36
68,1319,2.33
50,1320,9.43
101,1320,7.29
13,1320,9.42
67,1320,0.49
68,1320,9.14
50,1321,0.09
101,1321,2.61
13,1321,9.01
67,1321,0.97
68,1321,3.1
50,1322,2.46
101,1322,7.86
13,1322,0.42
67,1322,2.38
68,1322,8.13
50,1323,8.14
101,1323,5.58
13,1323,3.61
67,1323,0.58
68,1323,5.73
50,1324,5.6
101,1324,7.08
13,1324,9.9
67,1324,1.31
68,1324,2.38
50,1325,9.91
101,1325,8.57
13,1325,2.47
67,1325,4.52
68,1325,2.12
50,1326,9.8
101,1326,2.01
13,1326,6.46
67,1326,6.6
68,1326,0.12
50,1327,7.64
101,1327,8.97
13,1327,5.03
67,1327,9.69
68,1327,9.97
50,1328,3.54
101,1328,8.03
13,1328,8.56
67,1328,1.57
68,1328,5.18
50,1329,2.68
101,1329,3.97
13,1329,3.85
67,1329,3.86
68,1329,5.5
50,1330,3.29
101,1330,2.02
13,1330,7.21
67,1330,7.59
68,1330,0.48
50,1331,3.3
101,1331,4.55
13,1331,5.99
67,1331,8.7
68,1331,3.74
50,1332,8.1
101,1332,9.02
13,1332,3.89
67,1332,9.71
68,1332,4.69
50,1333,9.93
101,1333,5.03
13,1333,3.47
67,1333,6.14
68,1333,3.62
50,1334,1.02
101,1334,9.85
13,1334,9.08
67,1334,2.57
68,1334,6.41
50,1335,6.16
101,1335,0.07
13,1335,8.97
67,1335,2.81
68,1335,1.81
50,1336,7.19
101,1336,5.06
13,1336,0.02
67,1336,6.51
68,1336,5.37
50,1337,8.85
101,1337,0.56
13,1337,2.51
67,1337,0.92
68,1337,5.69
50,1338,2.07
101,1338,4.58
13,1338,7.26
67,1338,4.11
68,1338,7.15
50,1339,7.15
101,1339,1.54
13,1339,1.75
67,1339,1.86
68,1339,6.65
50,1340,7.46
101,1340,5.62
13,1340,7.94
67,1340,1.93
68,1340,8.21
50,1341,5.42
101,1341,9.63
13,1341,5.51
67,1341,8.16
68,1341,6.11
50,1342,5.31
101,1342,4.43
13,1342,3.9
67,1342,7.06
68,1342,9.77
50,1343,2.62
101,1343,3.29
13,1343,6.15
67,1343,9.76
68,1343,7.03
50,1344,1.62
101,1344,1.28
13,1344,0.5
67,1344,4.62
68,1344,4.17
50,1345,3.5
101,1345,3.7
13,1345,2.58
67,1345,7.11
68,1345,4.33
50,1346,4.68
101,1346,1.49
13,1346,4.87
67,1346,7.21
68,1346,0.52
50,1347,5.27
101,1347,0.36
13,1347,1.31
67,1347,2.83
68,1347,8.37
50,1348,3.9
101,1348,2.46
13,1348,4.53
67,1348,0.03
68,1348,1.49
50,1349,4.14
101,1349,0.11
13,1349,5.83
67,1349,6.1
68,1349,1.9
50,1350,5.32
101,1350,6.81
13,1350,6.71
67,1350,0.89
68,1350,6.68
50,1351,4.86
101,1351,5.74
13,1351,6.72
67,1351,2.91
68,1351,2.02
50,1352,9.55
101,1352,8.91
13,1352,5.45
67,1352,2.09
68,1352,6.03
50,1353,4.44
101,1353,1.41
13,1353,3.18
67,1353,3.19
68,1353,1.45
50,1354,3.82
101,1354,7.26
13,1354,2.36
67,1354,8.73
68,1354,4.72
50,1355,8.41
101,1355,4.57
13,1355,2.4
67,1355,5.34
68,1355,5.52
50,1356,3.8
101,1356,7.84
13,1356,0.5
67,1356,5.6
68,1356,1.54
50,1357,6.8
101,1357,3.34
13,1357,4.17
67,1357,0.59
68,1357,3.94
50,1358,3.4
101,1358,3.52
13,1358,4.68
67,1358,2.27
68,1358,5.86
50,1359,3.85
101,1359,9.33
13,1359,1.11
67,1359,4.78
68,1359,1.82
50,1360,1.63
101,1360,4.87
13,1360,9.45
67,1360,4.64
68,1360,5.97
50,1361,9.63
101,1361,3.53
13,1361,1.28
67,1361,3.14
68,1361,1.62
50,1362,9.75
101,1362,0.78
13,1362,8.58
67,1362,0.06
68,1362,9.72
50,1363,3.72
101,1363,3.07
13,1363,4.83
67,1363,8.84
68,1363,0.31
50,1364,8.32
101,1364,5.22
13,1364,6.05
67,1364,3.77
68,1364,2.9
50,1365,9.91
101,1365,4.23
13,1365,2.72
67,1365,1.56
68,1365,0.95
50,1366,6.17
101,1366,8.57
13,1366,2.19
67,1366,8.83
68,1366,8.97
50,1367,2.85
101,1367,3.58
13,1367,3.02
67,1367,3.92
68,1367,5.8
50,1368,1.25
101,1368,7.71
13,1368,3.69
67,1368,9.07
68,1368,8.48
50,1369,7.96
101,1369,5.43
13,1369,0.4
67,1369,4.84
68,1369,8.76
50,1370,2.53
101,1370,8.97
13,1370,0.96
67,1370,5.81
68,1370,9.1
50,1371,5.69
101,1371,2.44
13,1371,4.12
67,1371,0.94
68,1371,7.54
50,1372,3.65
101,1372,7.25
13,1372,5.23
67,1372,7.25
68,1372,3.72
50,1373,4.6
101,1373,3.2
13,1373,9.19
67,1373,8.5
68,1373,4.75
50,1374,7.33
101,1374,5.15
13,1374,9.1
67,1374,3.21
68,1374,7.84
50,1375,0.15
101,1375,9.52
13,1375,5.59
67,1375,2.82
68,1375,7.03
50,1376,2.92
101,1376,7.85
13,1376,6.05
67,1376,5.48
68,1376,3.84
50,1377,5.12
101,1377,0.62
13,1377,7.62
67,1377,2.3
68,1377,0.55
50,1378,1.58
101,1378,3.91
13,1378,7.44
67,1378,4.79
68,1378,9.19
50,1379,7.38
101,1379,3.09
13,1379,2.75
67,1379,9.47
68,1379,3.38
50,1380,7.43
101,1380,0.06
13,1380,5.64
67,1380,8.64
68,1380,8.58
50,1381,6.33
101,1381,4.92
13,1381,4.25
67,1381,3.77
68,1381,4.38
50,1382,5.06
101,1382,8.55
13,1382,3.15
67,1382,0.77
68,1382,2.02
50,1383,5.07
101,1383,1.73
13,1383,2.83
67,1383,0.26
68,1383,8.35
50,1384,5.47
101,1384,6.09
13,1384,2.8
67,1384,3.87
68,1384,0.69
50,1385,6.24
101,1385,9.8
13,1385,6.55
67,1385,0.68
68,1385,4.33
50,1386,7.09
101,1386,8.88
13,1386,7.57
67,1386,2.53
68,1386,7.38
50,1387,6.56
101,1387,0.7
13,1387,7.22
67,1387,4.83
68,1387,8.13
50,1388,1.74
101,1388,2.28
13,1388,7.37
67,1388,2.62
68,1388,7.84
50,1389,1.24
101,1389,0.7
13,1389,5.18
67,1389,4.61
68,1389,6.42
50,1390,5.29
101,1390,8.77
13,1390,6.59
67,1390,4.8
68,1390,2.6
50,1391,0.58
101,1391,2.64
13,1391,4.54
67,1391,1.4
68,1391,9.25
50,1392,9.51
101,1392,0.25
13,1392,2.44
67,1392,9.23
68,1392,4.16
50,1393,5.17
101,1393,5.13
13,1393,9.7
67,1393,4.32
68,1393,0.22
50,1394,3.76
101,1394,7.49
13,1394,9.6
67,1394,4.51
68,1394,9.09
50,1395,4.82
101,1395,9.56
13,1395,0.78
67,1395,4.97
68,1395,0.78
50,1396,4.8
101,1396,4.9
13,1396,5.85
67,1396,1.33
68,1396,5.68
50,1397,6.63
101,1397,6.34
13,1397,1.47
67,1397,8.41
68,1397,6.76
50,1398,4.25
101,1398,7.45
13,1398,5.89
67,1398,5.64
68,1398,0.6
50,1399,4.13
101,1399,0.01
13,1399,6.5
67,1399,4.87
68,1399,6.63
50,1400,5.34
101,1400,3.39
13,1400,3.05
67,1400,1.79
68,1400,8.85
50,1401,9.33
101,1401,4.19
13,1401,4.17
67,1401,7.2
68,1401,3.48
50,1402,1.53
101,1402,10.0
13,1402,0.56
67,1402,4.12
68,1402,9.59
50,1403,3.19
101,1403,6.5
13,1403,3.01
67,1403,2.99
68,1403,1.17
50,1404,3.09
101,1404,8.03
13,1404,9.84
67,1404,2.42
68,1404,1.75
50,1405,5.67
101,1405,8.49
13,1405,2.54
67,1405,3.32
68,1405,4.9
50,1406,1.22
101,1406,7.81
13,1406,6.92
67,1406,7.22
68,1406,8.44
50,1407,8.7
101,1407,2.3
13,1407,3.86
67,1407,5.92
68,1407,0.47
50,1408,5.62
101,1408,4.33
13,1408,8.79
67,1408,1.32
68,1408,6.71
50,1409,7.49
101,1409,6.86
13,1409,0.12
67,1409,0.75
68,1409,1.76
50,1410,2.67
101,1410,6.76
13,1410,1.85
67,1410,6.47
68,1410,3.16
50,1411,9.31
101,1411,8.26
13,1411,7.2
67,1411,3.76
68,1411,7.64
50,1412,8.58
101,1412,2.96
13,1412,3.51
67,1412,4.39
68,1412,5.08
50,1413,8.38
101,1413,7.66
13,1413,9.35
67,1413,4.22
68,1413,2.86
50,1414,6.89
101,1414,1.2
13,1414,8.93
67,1414,4.82
68,1414,6.76
50,1415,0.4
101,1415,1.91
13,1415,3.2
67,1415,2.95
68,1415,4.25
50,1416,4.66
101,1416,6.17
13,1416,7.14
67,1416,6.78
68,1416,7.09
50,1417,7.52
101,1417,5.83
13,1417,8.86
67,1417,7.42
68,1417,0.07
50,1418,3.45
101,1418,9.76
13,1418,2.86
67,1418,0.79
68,1418,6.06
50,1419,2.66
101,1419,0.85
13,1419,7.53
67,1419,3.25
68,1419,2.23
50,1420,4.88
101,1420,1.88
13,1420,9.21
67,1420,5.91
68,1420,8.57
50,1421,6.39
101,1421,3.79
13,1421,2.95
67,1421,1.69
68,1421,1.58
50,1422,9.11
101,1422,2.53
13,1422,4.48
67,1422,2.5
68,1422,9.46
50,1423,5.35
101,1423,4.21
13,1423,4.42
67,1423,1.79
68,1423,0.52
50,1424,8.39
101,1424,7.45
13,1424,2.18
67,1424,3.1
68,1424,1.63
50,1425,8.42
101,1425,4.81
13,1425,2.47
67,1425,2.7
68,1425,7.77
50,1426,6.22
101,1426,9.79
13,1426,0.17
67,1426,4.82
68,1426,6.33
50,1427,7.33
101,1427,6.65
13,1427,1.82
67,1427,8.28
68,1427,1.24
50,1428,5.29
101,1428,3.28
13,1428,1.51
67,1428,6.89
68,1428,5.58
50,1429,9.66
101,1429,0.55
13,1429,0.46
67,1429,3.61
68,1429,4.41
50,1430,4.9
101,1430,0.39
13,1430,7.48
67,1430,3.24
68,1430,8.96
50,1431,1.77
101,1431,3.0
13,1431,7.17
67,1431,3.34
68,1431,2.57
50,1432,4.03
101,1432,3.95
13,1432,3.19
67,1432,2.0
68,1432,5.21
50,1433,1.78
101,1433,5.71
13,1433,0.37
67,1433,8.71
68,1433,3.74
50,1434,3.77
101,1434,5.81
13,1434,9.3
67,1434,1.71
68,1434,9.18
50,1435,8.14
101,1435,9.56
13,1435,3.06
67,1435,6.24
68,1435,2.96
50,1436,7.84
101,1436,6.37
13,1436,4.1
67,1436,0.96
68,1436,1.72
50,1437,7.71
101,1437,4.02
13,1437,1.54
67,1437,8.23
68,1437,4.71
50,1438,4.03
101,1438,6.02
13,1438,6.26
67,1438,5.17
68,1438,2.11
50,1439,6.28
101,1439,3.83
13,1439,8.08
67,1439,1.79
68,1439,5.91
50,1440,7.06
101,1440,1.63
13,1440,8.11
67,1440,5.5
68,1440,8.13
50,1441,6.07
101,1441,4.15
13,1441,7.85
67,1441,3.33
68,1441,5.03
50,1442,7.19
101,1442,9.54
13,1442,8.08
67,1442,9.57
68,1442,8.55
50,1443,0.22
101,1443,1.16
13,1443,9.95
67,1443,5.14
68,1443,1.03
50,1444,7.67
101,1444,3.72
13,1444,9.72
67,1444,8.41
68,1444,3.62
50,1445,5.93
101,1445,1.37
13,1445,6.38
67,1445,3.47
68,1445,4.35
50,1446,5.82
101,1446,9.52
13,1446,6.32
67,1446,4.7
68,1446,0.25
50,1447,1.97
101,1447,2.33
13,1447,4.06
67,1447,6.18
68,1447,4.11
50,1448,8.81
101,1448,3.82
13,1448,4.74
67,1448,3.72
68,1448,4.27
50,1449,6.57
101,1449,6.51
13,1449,3.51
67,1449,1.7
68,1449,1.76
50,1450,6.72
101,1450,6.53
13,1450,5.55
67,1450,7.93
68,1450,9.34
50,1451,0.94
101,1451,3.53
13,1451,4.31
67,1451,7.17
68,1451,5.94
50,1452,2.27
101,1452,7.62
13,1452,6.14
67,1452,4.5
68,1452,6.79
50,1453,7.95
101,1453,5.98
13,1453,8.2
67,1453,5.94
68,1453,7.8
50,1454,5.6
101,1454,7.45
13,1454,1.74
67,1454,6.67
68,1454,7.79
50,1455,6.67
101,1455,0.88
13,1455,8.53
67,1455,5.18
68,1455,6.84
50,1456,6.37
101,1456,0.85
13,1456,7.3
67,1456,3.64
68,1456,7.49
50,1457,2.54
101,1457,5.81
13,1457,9.85
67,1457,4.29
68,1457,9.8
50,1458,0.11
101,1458,1.35
13,1458,0.68
67,1458,4.8
68,1458,5.94
50,1459,7.61
101,1459,7.93
13,1459,4.57
67,1459,4.81
68,1459,0.72
50,1460,3.07
101,1460,0.76
13,1460,7.77
67,1460,8.46
68,1460,0.69
50,1461,4.49
101,1461,3.33
13,1461,7.39
67,1461,1.23
68,1461,2.19
50,1462,4.58
101,1462,3.17
13,1462,4.43
67,1462,0.03
68,1462,3.74
50,1463,8.34
101,1463,0.11
13,1463,6.5
67,1463,9.81
68,1463,5.19
50,1464,7.47
101,1464,4.69
13,1464,7.93
67,1464,8.89
68,1464,5.41
50,1465,6.17
101,1465,8.2
13,1465,5.79
67,1465,9.21
68,1465,8.47
50,1466,0.95
101,1466,5.15
13,1466,0.29
67,1466,2.78
68,1466,4.55
50,1467,9.1
101,1467,1.59
13,1467,3.56
67,1467,1.6
68,1467,8.88
50,1468,4.95
101,1468,5.69
13,1468,7.71
67,1468,6.84
68,1468,4.99
50,1469,7.59
101,1469,2.32
13,1469,8.68
67,1469,4.48
68,1469,6.47
50,1470,1.55
101,1470,7.04
13,1470,1.59
67,1470,0.34
68,1470,5.51
50,1471,0.11
101,1471,7.71
13,1471,4.25
67,1471,2.16
68,1471,0.1
50,1472,5.52
101,1472,5.83
13,1472,5.26
67,1472,1.89
68,1472,5.49
50,1473,6.9
101,1473,3.03
13,1473,3.72
67,1473,7.99
68,1473,3.79
50,1474,9.77
101,1474,9.0
13,1474,8.34
67,1474,8.26
68,1474,6.84
50,1475,6.36
101,1475,8.22
13,1475,5.67
67,1475,8.93
68,1475,5.53
50,1476,7.26
101,1476,4.29
13,1476,4.4
67,1476,9.93
68,1476,2.55
50,1477,8.96
101,1477,6.23
13,1477,7.84
67,1477,0.85
68,1477,7.9
50,1478,2.25
101,1478,7.6
13,1478,5.46
67,1478,5.38
68,1478,8.91
50,1479,3.57
101,1479,2.29
13,1479,6.74
67,1479,8.38
68,1479,2.61
50,1480,0.83
101,1480,5.49
13,1480,3.94
67,1480,0.16
68,1480,8.25
50,1481,1.06
101,1481,8.71
13,1481,2.19
67,1481,4.25
68,1481,5.1
50,1482,2.2
101,1482,6.76
13,1482,1.61
67,1482,4.96
68,1482,4.47
50,1483,5.73
101,1483,4.12
13,1483,4.34
67,1483,8.45
68,1483,7.87
50,1484,7.27
101,1484,3.79
13,1484,2.27
67,1484,4.92
68,1484,2.08
50,1485,8.94
101,1485,5.53
13,1485,6.61
67,1485,4.97
68,1485,6.83
50,1486,0.56
101,1486,4.07
13,1486,3.36
67,1486,0.62
68,1486,4.83
50,1487,3.46
101,1487,4.09
13,1487,4.34
67,1487,0.09
68,1487,9.85
50,1488,7.12
101,1488,6.11
13,1488,4.75
67,1488,9.08
68,1488,0.92
50,1489,2.57
101,1489,7.24
13,1489,2.79
67,1489,4.18
68,1489,0.18
50,1490,9.73
101,1490,2.32
13,1490,9.94
67,1490,0.77
68,1490,0.14
50,1491,2.8
101,1491,1.16
13,1491,7.79
67,1491,3.51
68,1491,9.72
50,1492,8.69
101,1492,3.45
13,1492,9.25
67,1492,1.96
68,1492,5.67
50,1493,6.33
101,1493,4.15
13,1493,9.27
67,1493,4.84
68,1493,2.91
50,1494,7.34
101,1494,3.64
13,1494,8.74
67,1494,5.61
68,1494,1.17
50,1495,5.57
101,1495,4.81
13,1495,2.09
67,1495,0.65
68,1495,8.93
50,1496,7.41
101,1496,3.05
13,1496,6.88
67,1496,9.85
68,1496,5.8
50,1497,5.98
101,1497,7.98
13,1497,4.37
67,1497,6.83
68,1497,4.96
50,1498,9.03
101,1498,9.83
13,1498,1.1
67,1498,6.36
68,1498,1.39
50,1499,9.38
101,1499,4.95
13,1499,6.16
67,1499,7.17
68,1499,0.51
50,1500,8.09
101,1500,4.18
13,1500,3.8
67,1500,1.02
68,1500,6.22
13,1501,6.3
68,1501,7.15
157,1501,1.27
158,1501,1.58
14,1501,8.26
13,1502,9.65
68,1502,9.51
157,1502,5.15
158,1502,9.9
14,1502,0.1
13,1503,9.25
68,1503,6.75
157,1503,7.8
158,1503,5.93
14,1503,5.72
13,1504,4.5
68,1504,1.81
157,1504,3.98
158,1504,5.58
14,1504,9.49
13,1505,6.74
68,1505,4.74
157,1505,4.19
158,1505,4.16
14,1505,7.43
13,1506,4.57
68,1506,0.44
157,1506,0.98
158,1506,3.53
14,1506,1.34
13,1507,2.58
68,1507,8.21
157,1507,1.03
158,1507,5.52
14,1507,5.74
13,1508,9.79
68,1508,3.57
157,1508,0.15
158,1508,7.97
14,1508,7.62
13,1509,2.99
68,1509,7.59
157,1509,9.62
158,1509,9.62
14,1509,2.49
13,1510,4.19
68,1510,5.47
157,1510,2.99
158,1510,3.36
14,1510,5.13
13,1511,0.76
68,1511,0.6
157,1511,8.4
158,1511,2.51
14,1511,4.66
13,1512,0.15
68,1512,9.81
157,1512,8.83
158,1512,6.05
14,1512,7.61
13,1513,0.1
68,1513,9.17
157,1513,0.56
158,1513,3.57
14,1513,7.67
13,1514,0.58
68,1514,5.05
157,1514,5.12
158,1514,1.73
14,1514,2.71
13,1515,0.68
68,1515,6.86
157,1515,8.6
158,1515,4.79
14,1515,3.3
13,1516,2.6
68,1516,6.31
157,1516,2.74
158,1516,1.78
14,1516,3.85
13,1517,3.15
68,1517,3.89
157,1517,9.35
158,1517,6.14
14,1517,0.96
13,1518,5.51
68,1518,9.82
157,1518,2.42
158,1518,1.41
14,1518,9.26
13,1519,1.52
68,1519,9.31
157,1519,5.47
158,1519,0.08
14,1519,3.23
13,1520,8.72
68,1520,7.48
157,1520,5.86
158,1520,6.91
14,1520,8.83
13,1521,0.49
68,1521,1.61
157,1521,1.51
158,1521,6.18
14,1521,2.56
13,1522,7.83
68,1522,4.0
157,1522,5.3
158,1522,6.04
14,1522,7.34
13,1523,7.33
68,1523,4.3
157,1523,4.65
158,1523,8.92
14,1523,9.26
13,1524,1.64
68,1524,1.98
157,1524,6.58
158,1524,2.1
14,1524,1.09
13,1525,6.83
68,1525,2.43
157,1525,1.09
158,1525,5.14
14,1525,6.99
13,1526,7.51
68,1526,4.77
157,1526,7.34
158,1526,6.6
14,1526,9.94
13,1527,0.92
68,1527,4.84
157,1527,6.39
158,1527,2.72
14,1527,4.82
13,1528,4.7
68,1528,2.98
157,1528,7.24
158,1528,8.0
14,1528,1.47
13,1529,7.4
68,1529,2.76
157,1529,9.14
158,1529,1.11
14,1529,4.69
13,1530,1.13
68,1530,3.56
157,1530,2.08
158,1530,7.97
14,1530,2.5
13,1531,7.69
68,1531,0.42
157,1531,4.43
158,1531,7.27
14,1531,1.35
13,1532,8.62
68,1532,0.52
157,1532,0.72
158,1532,0.51
14,1532,7.54
13,1533,9.14
68,1533,0.2
157,1533,6.77
158,1533,4.0
14,1533,1.52
13,1534,7.36
68,1534,1.81
157,1534,7.21
158,1534,5.8
14,1534,8.46
13,1535,4.83
68,1535,6.92
157,1535,1.92
158,1535,8.99
14,1535,5.98
13,1536,8.26
68,1536,6.32
157,1536,5.02
158,1536,4.98
14,1536,4.22
13,1537,4.67
68,1537,0.22
157,1537,8.47
158,1537,5.99
14,1537,8.12
13,1538,9.46
68,1538,4.64
157,1538,8.58
158,1538,7.45
14,1538,4.93
13,1539,5.3
68,1539,6.22
157,1539,7.49
158,1539,9.23
14,1539,8.5
13,1540,2.21
68,1540,9.2
157,1540,4.51
158,1540,1.72
14,1540,8.99
13,1541,6.02
68,1541,9.23
157,1541,7.79
158,1541,9.54
14,1541,3.69
13,1542,5.16
68,1542,0.67
157,1542,2.46
158,1542,0.14
14,1542,4.87
13,1543,0.04
68,1543,5.71
157,1543,4.46
158,1543,9.4
14,1543,6.96
13,1544,6.86
68,1544,8.38
157,1544,0.03
158,1544,7.75
14,1544,8.1
13,1545,7.15
68,1545,2.79
157,1545,1.0
158,1545,5.19
14,1545,1.81
13,1546,6.14
68,1546,0.07
157,1546,9.04
158,1546,3.82
14,1546,1.12
13,1547,7.47
68,1547,2.26
157,1547,5.06
158,1547,8.56
14,1547,4.45
13,1548,3.71
68,1548,5.77
157,1548,2.62
158,1548,8.89
14,1548,6.07
13,1549,3.12
68,1549,3.19
157,1549,6.43
158,1549,3.24
14,1549,3.44
13,1550,7.34
68,1550,1.62
157,1550,1.89
158,1550,2.15
14,1550,6.3
13,1551,6.24
68,1551,4.0
157,1551,8.56
158,1551,8.67
14,1551,0.82
13,1552,3.49
68,1552,0.4
157,1552,4.14
158,1552,9.17
14,1552,5.61
13,1553,2.42
68,1553,7.22
157,1553,9.23
158,1553,4.99
14,1553,6.26
13,1554,0.23
68,1554,6.45
157,1554,1.06
158,1554,1.38
14,1554,2.06
13,1555,4.63
68,1555,2.63
157,1555,9.42
158,1555,8.61
14,1555,7.24
13,1556,7.19
68,1556,8.3
157,1556,0.25
158,1556,5.38
14,1556,9.32
13,1557,0.11
68,1557,2.94
157,1557,2.55
158,1557,5.14
14,1557,8.96
13,1558,1.14
68,1558,1.89
157,1558,6.6
158,1558,8.14
14,1558,4.99
13,1559,7.17
68,1559,4.7
157,1559,9.04
158,1559,0.22
14,1559,6.74
13,1560,9.98
68,1560,5.37
157,1560,1.91
158,1560,0.24
14,1560,7.03
13,1561,8.38
68,1561,3.17
157,1561,4.3
158,1561,3.7
14,1561,2.84
13,1562,7.18
68,1562,0.71
157,1562,9.88
158,1562,9.43
14,1562,1.54
13,1563,7.74
68,1563,2.02
157,1563,8.69
158,1563,4.65
14,1563,0.55
13,1564,4.5
68,1564,8.74
157,1564,3.74
158,1564,8.93
14,1564,7.09
13,1565,6.38
68,1565,6.24
157,1565,0.28
158,1565,9.98
14,1565,9.77
13,1566,4.98
68,1566,6.62
157,1566,9.27
158,1566,8.73
14,1566,1.05
13,1567,0.64
68,1567,5.95
157,1567,4.15
158,1567,7.53
14,1567,3.38
13,1568,3.25
68,1568,7.42
157,1568,3.4
158,1568,5.34
14,1568,6.05
13,1569,0.22
68,1569,3.08
157,1569,8.62
158,1569,5.32
14,1569,2.67
13,1570,3.36
68,1570,1.09
157,1570,3.01
158,1570,6.68
14,1570,3.86
13,1571,9.71
68,1571,9.69
157,1571,1.8
158,1571,3.61
14,1571,8.2
13,1572,4.95
68,1572,4.94
157,1572,8.64
158,1572,2.33
14,1572,0.87
13,1573,5.21
68,1573,8.22
157,1573,5.03
158,1573,8.79
14,1573,7.75
13,1574,2.24
68,1574,6.55
157,1574,0.68
158,1574,7.92
14,1574,0.38
13,1575,2.07
68,1575,4.64
157,1575,4.43
158,1575,3.99
14,1575,1.07
13,1576,7.58
68,1576,7.97
157,1576,6.01
158,1576,3.99
14,1576,9.42
13,1577,7.7
68,1577,7.61
157,1577,6.54
158,1577,5.12
14,1577,0.24
13,1578,7.08
68,1578,5.48
157,1578,5.58
158,1578,5.45
14,1578,1.52
13,1579,5.33
68,1579,7.62
157,1579,4.29
158,1579,9.4
14,1579,3.33
13,1580,7.67
68,1580,1.07
157,1580,1.89
158,1580,4.77
14,1580,8.48
13,1581,0.38
68,1581,2.43
157,1581,9.98
158,1581,0.83
14,1581,6.22
13,1582,1.34
68,1582,6.96
157,1582,8.64
158,1582,3.8
14,1582,1.33
13,1583,7.7
68,1583,5.14
157,1583,1.69
158,1583,3.09
14,1583,5.82
13,1584,5.85
68,1584,1.45
157,1584,8.08
158,1584,1.77
14,1584,0.45
13,1585,1.48
68,1585,8.04
157,1585,9.64
158,1585,3.07
14,1585,7.37
13,1586,2.86
68,1586,9.81
157,1586,6.93
158,1586,5.85
14,1586,1.7
13,1587,3.58
68,1587,3.4
157,1587,7.65
158,1587,5.77
14,1587,6.28
13,1588,6.51
68,1588,6.06
157,1588,0.47
158,1588,6.05
14,1588,1.58
13,1589,8.26
68,1589,5.08
157,1589,1.88
158,1589,6.92
14,1589,8.49
13,1590,7.22
68,1590,5.54
157,1590,4.99
158,1590,0.06
14,1590,9.97
13,1591,6.17
68,1591,9.04
157,1591,0.01
158,1591,7.92
14,1591,0.35
13,1592,9.01
68,1592,5.23
157,1592,3.17
158,1592,9.71
14,1592,1.5
13,1593,4.65
68,1593,5.05
157,1593,7.69
158,1593,7.06
14,1593,9.04
13,1594,4.99
68,1594,0.44
157,1594,5.73
158,1594,6.44
14,1594,7.81
13,1595,3.88
68,1595,1.82
157,1595,4.26
158,1595,5.05
14,1595,7.89
13,1596,6.46
68,1596,9.11
157,1596,4.77
158,1596,8.08
14,1596,7.81
13,1597,0.96
68,1597,7.73
157,1597,5.71
158,1597,6.54
14,1597,8.77
13,1598,2.82
68,1598,3.92
157,1598,9.3
158,1598,1.93
14,1598,6.77
13,1599,5.5
68,1599,8.98
157,1599,6.53
158,1599,0.62
14,1599,3.52
13,1600,6.77
68,1600,6.11
157,1600,2.54
158,1600,8.07
14,1600,8.2
13,1601,6.0
68,1601,8.37
157,1601,7.37
158,1601,1.58
14,1601,2.5
13,1602,2.65
68,1602,5.5
157,1602,4.41
158,1602,0.62
14,1602,4.46
13,1603,4.2
68,1603,7.15
157,1603,2.12
158,1603,4.56
14,1603,6.69
13,1604,1.41
68,1604,9.97
157,1604,2.3
158,1604,5.15
14,1604,8.12
13,1605,8.43
68,1605,4.03
157,1605,7.08
158,1605,6.69
14,1605,7.79
13,1606,7.6
68,1606,4.27
157,1606,5.98
158,1606,4.87
14,1606,3.7
13,1607,6.91
68,1607,6.06
157,1607,3.29
158,1607,5.02
14,1607,4.74
13,1608,4.72
68,1608,5.53
157,1608,1.16
158,1608,1.42
14,1608,1.47
13,1609,0.62
68,1609,2.06
157,1609,8.32
158,1609,5.2
14,1609,0.19
13,1610,8.37
68,1610,3.8
157,1610,6.5
158,1610,4.18
14,1610,5.17
13,1611,4.71
68,1611,9.77
157,1611,1.78
158,1611,9.71
14,1611,4.05
13,1612,9.92
68,1612,7.76
157,1612,9.58
158,1612,4.78
14,1612,7.52
13,1613,4.54
68,1613,7.32
